0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.01087	0.01087	0.01087	0.02174	0.17391	0.18478	0.22826	0.41304	0.53261	0.69565	0.85870	0.86957	0.94565	0.97826	0.97826	0.98913	1.00000	1.00000	1.00000	0.98913	0.97826	0.96739	0.86957	0.75000	0.75000	0.60870	0.44565	0.33696	0.16304	0.15217	0.14130	0.01087	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.01087	0.01087	0.01087	0.02174	0.17391	0.18478	0.22826	0.41304	0.53261	0.69565	0.85870	0.86957	0.94565	0.97826	0.97826	0.98913	1.00000	1.00000	1.00000	0.98913	0.97826	0.96739	0.86957	0.75000	0.75000	0.60870	0.44565	0.33696	0.16304	0.15217	0.14130	0.01087	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.01087	0.22826	0.22826	0.23913	0.71739	0.73913	0.75000	0.81522	0.93478	0.93478	0.95652	0.95652	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	0.94565	0.94565	0.91304	0.91304	0.80435	0.72826	0.70652	0.68478	0.08696	0.07609	0.07609	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
0.00000	0.00000	0.00000	0.00000	0.03261	0.03261	0.03261	0.04348	0.30435	0.52174	0.53261	0.56522	0.97826	0.98913	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	0.97826	0.95652	0.94565	0.40217	0.34783	0.32609	0.25000	0.02174	0.02174	0.02174	0.02174	0.00000	0.00000	0.00000	
0.00000	0.00000	0.00000	0.00000	0.03261	0.03261	0.40217	0.42391	0.68478	0.90217	0.91304	0.94565	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	0.91304	0.85870	0.82609	0.34783	0.11957	0.11957	0.02174	0.02174	0.00000	0.00000	0.00000	
0.00000	0.00000	0.00000	0.00000	0.07609	0.07609	0.44565	0.47826	0.71739	0.93478	0.93478	0.95652	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	0.92391	0.90217	0.89130	0.41304	0.16304	0.14130	0.04348	0.04348	0.00000	0.00000	0.00000	
0.01087	0.01087	0.01087	0.35870	0.64130	0.64130	0.88043	0.90217	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	0.98913	0.82609	0.79348	0.28261	0.28261	0.06522	0.00000	0.00000	
0.01087	0.01087	0.01087	0.35870	0.66304	0.66304	0.90217	0.90217	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	0.98913	0.82609	0.81522	0.30435	0.30435	0.06522	0.00000	0.00000	
0.18478	0.18478	0.18478	0.69565	0.97826	0.97826	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	0.98913	0.94565	0.92391	0.75000	0.75000	0.48913	0.39130	0.35870	0.29348	0.19565	0.21739	0.21739	0.32609	0.45652	0.48913	0.64130	0.85870	0.85870	0.96739	0.96739	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	0.79348	0.79348	0.46739	0.08696	0.08696	
0.19565	0.19565	0.19565	0.70652	0.97826	0.97826	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	0.98913	0.93478	0.91304	0.73913	0.72826	0.46739	0.36957	0.33696	0.27174	0.17391	0.19565	0.19565	0.30435	0.43478	0.46739	0.61957	0.83696	0.84783	0.95652	0.95652	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	0.79348	0.79348	0.46739	0.08696	0.08696	
0.58696	0.58696	0.58696	0.79348	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	0.88043	0.50000	0.43478	0.30435	0.27174	0.26087	0.13043	0.13043	0.11957	0.11957	0.07609	0.07609	0.07609	0.11957	0.11957	0.13043	0.13043	0.26087	0.27174	0.58696	0.83696	0.90217	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	0.68478	0.10870	0.10870	
0.66304	0.66304	0.66304	0.86957	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	0.97826	0.96739	0.84783	0.44565	0.18478	0.05435	0.02174	0.02174	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.05435	0.05435	0.39130	0.64130	0.90217	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	0.73913	0.16304	0.16304	
0.78261	0.78261	0.78261	0.86957	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	0.65217	0.63043	0.38043	0.29348	0.04348	0.04348	0.02174	0.02174	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.05435	0.05435	0.15217	0.29348	0.55435	0.89130	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	0.75000	0.26087	0.26087	
0.79348	0.79348	0.79348	0.88043	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	0.65217	0.61957	0.36957	0.28261	0.03261	0.03261	0.01087	0.01087	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.05435	0.05435	0.09783	0.23913	0.50000	0.89130	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	0.76087	0.27174	0.27174	
0.96739	0.96739	0.96739	0.97826	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	0.38043	0.34783	0.21739	0.11957	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.27174	0.70652	0.95652	0.96739	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	0.81522	0.52174	0.52174	
0.94565	0.94565	0.94565	0.95652	0.97826	0.97826	0.97826	0.97826	0.97826	0.97826	0.97826	0.94565	0.31522	0.28261	0.15217	0.10870	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.27174	0.70652	0.95652	0.96739	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	0.81522	0.52174	0.52174	
0.20652	0.20652	0.20652	0.23913	0.27174	0.27174	0.27174	0.27174	0.27174	0.19565	0.19565	0.16304	0.03261	0.02174	0.02174	0.01087	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.05435	0.34783	0.78261	0.97826	0.97826	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	0.80435	0.47826	0.47826	
0.19565	0.19565	0.19565	0.22826	0.26087	0.26087	0.26087	0.26087	0.26087	0.18478	0.18478	0.15217	0.02174	0.02174	0.02174	0.01087	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.05435	0.34783	0.78261	0.97826	0.97826	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	0.79348	0.46739	0.46739	
0.04348	0.04348	0.04348	0.04348	0.07609	0.07609	0.07609	0.07609	0.07609	0.07609	0.07609	0.07609	0.02174	0.02174	0.02174	0.01087	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.06522	0.18478	0.47826	0.84783	0.97826	0.97826	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	0.78261	0.28261	0.28261	
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.09783	0.09783	0.20652	0.32609	0.54348	0.86957	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	0.71739	0.21739	0.21739	
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.09783	0.09783	0.40217	0.65217	0.86957	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	0.96739	0.96739	0.67391	0.11957	0.11957	
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.09783	0.10870	0.41304	0.66304	0.86957	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	0.96739	0.96739	0.67391	0.11957	0.11957	
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.02174	0.02174	0.04348	0.06522	0.43478	0.46739	0.85870	0.95652	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	0.97826	0.97826	0.78261	0.78261	0.44565	0.05435	0.05435	
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.02174	0.02174	0.10870	0.13043	0.51087	0.53261	0.86957	0.96739	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	0.93478	0.92391	0.72826	0.72826	0.43478	0.04348	0.04348	
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.03261	0.05435	0.05435	0.26087	0.34783	0.45652	0.77174	0.98913	0.98913	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	0.96739	0.73913	0.70652	0.16304	0.16304	0.01087	0.00000	0.00000	
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.04348	0.21739	0.21739	0.73913	0.90217	0.94565	0.95652	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	0.98913	0.98913	0.57609	0.33696	0.30435	0.13043	0.13043	0.00000	0.00000	0.00000	
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.05435	0.23913	0.23913	0.75000	0.91304	0.94565	0.95652	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	0.98913	0.98913	0.56522	0.32609	0.29348	0.13043	0.13043	0.00000	0.00000	0.00000	
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.03261	0.05435	0.07609	0.17391	0.67391	0.93478	0.93478	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	0.63043	0.58696	0.57609	0.28261	0.03261	0.01087	0.01087	0.01087	0.00000	0.00000	0.00000	
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.03261	0.06522	0.16304	0.26087	0.76087	0.94565	0.94565	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	0.98913	0.98913	0.98913	0.60870	0.53261	0.50000	0.21739	0.01087	0.01087	0.01087	0.01087	0.00000	0.00000	0.00000	
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.03261	0.03261	0.07609	0.07609	0.40217	0.70652	0.81522	0.94565	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	0.93478	0.81522	0.60870	0.59783	0.09783	0.04348	0.02174	0.02174	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.01087	0.04348	0.04348	0.14130	0.16304	0.50000	0.79348	0.82609	0.95652	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	0.98913	0.98913	0.92391	0.76087	0.55435	0.52174	0.02174	0.01087	0.01087	0.01087	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.03261	0.06522	0.18478	0.56522	0.59783	0.94565	0.94565	0.96739	0.96739	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	0.90217	0.68478	0.60870	0.28261	0.25000	0.22826	0.02174	0.01087	0.01087	0.01087	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.03261	0.03261	0.03261	0.09783	0.33696	0.45652	0.82609	0.83696	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	0.92391	0.92391	0.79348	0.57609	0.35870	0.05435	0.02174	0.02174	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.01087	0.10870	0.10870	0.25000	0.58696	0.84783	0.95652	0.97826	0.97826	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	0.98913	0.88043	0.57609	0.56522	0.27174	0.23913	0.03261	0.01087	0.01087	0.01087	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.01087	0.11957	0.14130	0.28261	0.60870	0.84783	0.95652	0.97826	0.97826	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	0.98913	0.86957	0.56522	0.53261	0.25000	0.21739	0.03261	0.01087	0.01087	0.01087	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.05435	0.11957	0.11957	0.18478	0.85870	0.89130	0.95652	0.97826	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	0.98913	0.98913	0.76087	0.54348	0.45652	0.23913	0.04348	0.02174	0.01087	0.01087	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.05435	0.13043	0.15217	0.21739	0.88043	0.89130	0.95652	0.97826	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	0.98913	0.98913	0.75000	0.53261	0.42391	0.21739	0.02174	0.02174	0.01087	0.01087	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
0.00000	0.00000	0.00000	0.00000	0.05435	0.05435	0.11957	0.11957	0.34783	0.79348	0.82609	0.89130	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	0.73913	0.46739	0.46739	0.11957	0.08696	0.01087	0.01087	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
0.00000	0.00000	0.00000	0.00000	0.06522	0.06522	0.14130	0.16304	0.43478	0.86957	0.88043	0.90217	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	0.98913	0.98913	0.70652	0.38043	0.38043	0.05435	0.02174	0.01087	0.01087	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
0.00000	0.00000	0.00000	0.07609	0.14130	0.14130	0.58696	0.60870	0.88043	0.94565	0.95652	0.97826	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	0.98913	0.79348	0.78261	0.56522	0.31522	0.18478	0.18478	0.02174	0.02174	0.01087	0.01087	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
0.06522	0.06522	0.06522	0.15217	0.45652	0.45652	0.89130	0.90217	0.93478	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	0.97826	0.94565	0.73913	0.67391	0.45652	0.15217	0.10870	0.10870	0.09783	0.09783	0.09783	0.09783	0.09783	0.09783	0.09783	0.09783	0.09783	0.09783	0.09783	0.09783	0.09783	0.09783	0.09783	0.09783	0.09783	0.09783	0.09783	0.09783	0.07609	0.07609	0.07609	
0.14130	0.14130	0.14130	0.60870	0.91304	0.91304	0.95652	0.96739	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	0.86957	0.84783	0.57609	0.40217	0.33696	0.33696	0.16304	0.14130	0.14130	0.13043	0.13043	0.13043	0.13043	0.13043	0.13043	0.13043	0.13043	0.13043	0.13043	0.13043	0.13043	0.13043	0.13043	0.13043	0.13043	0.13043	0.13043	0.13043	0.13043	0.10870	0.09783	0.09783	
0.17391	0.17391	0.17391	0.63043	0.92391	0.92391	0.96739	0.96739	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	0.86957	0.86957	0.59783	0.43478	0.38043	0.38043	0.20652	0.18478	0.18478	0.17391	0.17391	0.17391	0.17391	0.17391	0.17391	0.17391	0.17391	0.17391	0.17391	0.17391	0.17391	0.17391	0.17391	0.17391	0.17391	0.17391	0.17391	0.17391	0.17391	0.14130	0.11957	0.11957	
0.79348	0.79348	0.79348	0.90217	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	0.98913	0.90217	0.90217	
0.80435	0.80435	0.80435	0.91304	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	0.92391	0.92391	
1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
0.95652	0.95652	0.95652	0.95652	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
0.90217	0.90217	0.90217	0.95652	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	0.95652	0.95652	
